Time (s),Velocity,Desired force,Rendered Force,Percentage of Error
1.0037577152252197,0.0,0,0,0
1.023832082748413,0.0,0,0,0
1.043895959854126,0.0,0,0,0
1.0639564990997314,0.0,0,0,0
1.0840182304382324,0.0,0,0,0
1.1040887832641602,0.0,0,0,0
1.1241655349731445,0.0,0,0,0
1.144232988357544,0.0,0,0,0
1.1642959117889404,-5.966557545961543,0,0,0
1.1843547821044922,-14.002653175739198,0,0,0
1.204439401626587,-15.850249582155907,0,0,0
1.224517822265625,-18.184762142654897,0,0,0
1.2445919513702393,-18.544716363100957,0,0,0
1.2646551132202148,-19.348043959946082,0,0,0
1.2847256660461426,-17.952164128773664,0,0,0
1.304807186126709,-18.687200885673413,0,0,0
1.3248693943023682,-16.072777356647357,0,0,0
1.3449349403381348,-18.25786623492492,0,0,0
1.3649952411651611,-18.00023697186083,0,0,0
1.3850579261779785,-15.97109943913079,0,0,0
1.4051125049591064,-17.074649822909116,0,0,0
1.4251766204833984,-19.133342501806545,0,0,0
1.4452340602874756,-18.641616218025398,0,0,0
1.4674978256225586,-17.178344591821293,0,0,0
1.487553358078003,-16.462481337988454,0,0,0
1.5076262950897217,-15.511797071074648,0,0,0
1.5276880264282227,-15.206170345012291,0,0,0
1.5477616786956787,-12.425477922419798,0,0,0
1.5678191184997559,-5.225471808939079,0,0,0
1.5878796577453613,-1.2574114562835104,0,0,0
1.6079394817352295,-0.7093785999156329,0,0,0
1.6279997825622559,-0.035670485286010814,0,0,0
1.648061752319336,0.0889316009796703,0,0,0
1.6681182384490967,-0.21692435034847396,0,0,0
1.688185691833496,0.31124242237049415,0,0,0
1.7082502841949463,-0.3493643310428978,0,0,0
1.72831130027771,-0.0937572511494817,0,0,0
1.7483739852905273,0.315039323934701,0,0,0
1.7684385776519775,-0.2043536881364859,0,0,0
1.7885034084320068,0.2154103163285828,0,0,0
1.8085672855377197,-0.26744844999788425,0,0,0
1.8286306858062744,-0.09130585885529945,0,0,0
1.8486995697021484,0.21607635857267976,0,0,0
1.868757963180542,-0.11229807053279964,0,0,0
1.8888370990753174,0.33134986960220014,0,0,0
1.9089019298553467,-0.3100633964509745,0,0,0
1.9289650917053223,0.03980782542190585,0,0,0
1.9490246772766113,0.023015998754098838,0,0,0
1.9691228866577148,-0.11466116770534882,0,0,0
1.9891901016235352,0.28650058895268415,0,0,0
2.009251117706299,-0.21293304273896962,0,0,0
2.0293147563934326,-0.0749408482251843,0,0,0
2.04937481880188,0.12144010231385362,0,0,0
2.0694704055786133,-0.09625262156790435,0,0,0
2.0895285606384277,-1.091871588200846,0,0,0
2.1095845699310303,-4.779142004826112,0,0,0
2.129641532897949,-1.887666187156894,0,0,0
2.1496989727020264,-0.5662863931719051,0,0,0
2.169753313064575,-0.33602844069133214,0,0,0
2.1898088455200195,0.14282016898769723,0,0,0
2.2098641395568848,-0.24507460993912347,0,0,0
2.229919672012329,-0.029226470921506077,0,0,0
2.2499752044677734,0.2570022869154606,0,0,0
2.2700462341308594,-0.1995890761833048,0,0,0
2.2901127338409424,-2.4615827011271025,0,0,0
2.310176134109497,-2.598250941023952,0,0,0
2.330235242843628,-1.056436676706707,0,0,0
2.350292205810547,0.015224181565319092,0,0,0
2.3703479766845703,-0.3940830772189504,0,0,0
2.390402317047119,-0.12930777412504302,0,0,0
2.4104578495025635,0.2823489992952569,0,0,0
2.4305593967437744,-0.18065104829395776,0,0,0
2.4506311416625977,0.12276125603387117,0,0,0
2.4707162380218506,-0.1954027579573589,0,0,0
2.490774631500244,-0.09191540680297278,0,0,0
2.510831832885742,0.13851631022368027,0,0,0
2.5308878421783447,-1.9738189501731749,0,0,0
2.5509440898895264,-4.955044294443919,0,0,0
2.570997714996338,-2.483440842291101,0,0,0
2.591053009033203,-0.5788618864569481,0,0,0
2.6111085414886475,-0.4062054511658097,0,0,0
2.6311657428741455,-0.06648730503901479,0,0,0
2.6512224674224854,-1.3487188249904725,0,0,0
2.671276092529297,-3.6052990715770776,0,0,0
2.691331624984741,-1.0482655801265839,0.8,0.8129937186195711,1.624214827446388
2.7113897800445557,-0.35872780226569984,0.8,0.8118424517584333,1.4803064698041546
2.731445550918579,-0.17407290130411684,0.8,0.8112838651626041,1.4104831453255056
2.751502275466919,0.25782744986186734,0.8,0.8121112530254649,1.513906628183112
2.771575689315796,-0.22144123851797398,0.8,0.8114000399656283,1.4250049957035271
2.791639566421509,-0.05539479424248821,0.8,0.8112222104705918,1.4027763088239746
2.8117048740386963,-0.016617253498163627,0.8,0.8111688616220809,1.3961077027601076
2.8317737579345703,-0.049249857089791765,0.8,0.8110107192758693,1.3763399094836593
2.8518407344818115,0.2619097435475954,0.8,0.8118516371448715,1.4814546431089342
2.871908187866211,-0.187041293228213,0.8,0.811251086355621,1.4063857944526248
2.891965389251709,0.14317001623800507,0.8,0.8117105407313091,1.4638175914136324
2.912022590637207,-0.2006514328193051,0.8,0.8110666197398939,1.3833274674867335
2.9320783615112305,-0.07127335125131376,0.8,0.8108379090195547,1.3547386274443267
2.952134609222412,0.15579233642414492,0.8,0.8113378465700868,1.4172308212608424
2.9721884727478027,-0.07507823448715349,0.8,0.8110969491831855,1.387118647898186
