,Time (s),Velocity,Handler Velocity,Desired force,Rendered Force,Percentage of Error,Aligned Velocity
217,5.354979753494263,-1.0385367285717506,-12.15241017180085,0.4,0.4496662805337548,12.416570133438691,-13.015608864260296
218,5.375036954879761,-0.4001252056638987,-11.092074563126824,0.4,0.4483822178410485,12.095554460262115,-12.15241017180085
219,5.395094633102417,-0.097889558332517,-10.06043440974234,0.4,0.4480680678790658,12.017016969766438,-11.092074563126824
220,5.415152072906494,0.0259963157042032,-9.195964001494112,0.4,0.4481514950050442,12.037873751261042,-10.06043440974234
221,5.435209274291992,-0.0697108791217728,-9.152784881102926,0.4255313930733135,0.4479277821824353,5.263157894736847,-9.195964001494112
222,5.455265522003174,-0.054134351932413,-9.121183364174495,0.42536636181356335,0.4477540650669088,5.263157894736842,-9.152784881102926
223,5.475322008132935,0.0059063533888321,-8.778085671605327,0.425384367839176,0.44777301877808,5.263157894736846,-9.121183364174495
224,5.495378494262695,0.0128451389737781,-8.407459641684085,0.42542352734862865,0.447814239314346,5.263157894736854,-8.778085671605327
225,5.515435695648193,0.0702904327328849,-8.14679286374189,0.4256378214120779,0.4480398120127136,5.263157894736844,-8.407459641684085
226,5.535491704940796,-0.0674995866097607,-8.191149401664774,0.4254320480169615,0.4478232084389069,5.263157894736852,-8.14679286374189
227,5.555547714233398,-0.0091763797566112,-7.970146712984435,0.4254040737001955,0.4477937617896795,5.263157894736848,-8.191149401664774
228,5.575604200363159,-0.0138260814343926,-7.776155248956871,0.42536192370339687,0.4477493933719967,5.2631578947368425,-7.970146712984435
229,5.595660209655762,-1.554437394728987,-9.139385966953656,0.42062320045671187,0.4427612636386441,5.263157894736849,-7.776155248956871
230,5.6157166957855225,-1.728668688642375,-9.166145330467266,0.4153532054810523,0.4372139005063709,5.263157894736849,-9.139385966953656
231,5.635772943496704,-2.777573147847753,-9.956184239585165,0.4068856358274999,0.4283006692921052,5.263157894736845,-9.166145330467266
232,5.655828952789307,-3.956007785808209,-10.242899189293585,0.3948256930326057,0.4156059926659007,5.263157894736842,-9.956184239585165
233,5.675884962081909,-1.3971987640422905,-6.404586139478382,0.4,0.4111224356426615,2.780608910665366,-10.242899189293585
234,5.695940971374512,-0.4634536141179164,-4.093296371467343,0.3891534693018297,0.4096352308440313,5.263157894736852,-6.404586139478382
235,5.7159974575042725,-0.0947398468641252,-2.061695944757844,0.38886464674129567,0.4093312070961007,5.263157894736844,-4.093296371467343
236,5.736053228378296,0.038018799512523,-1.1489170659959582,0.38898054618374883,0.4094532065092093,5.2631578947368425,-2.061695944757844
237,5.7561094760894775,-0.010741360495562,-1.3624674620281338,0.388947800612947,0.4094187374873126,5.2631578947368425,-1.1489170659959582
238,5.776165723800659,0.0410710502119544,-1.0787255680638683,0.38907300774878206,0.4095505344724022,5.263157894736848,-1.3624674620281338
239,5.796221733093262,-0.0208990271439978,-0.5934717070855238,0.3890092967842258,0.4094834702991851,5.26315789473685,-1.0787255680638683
240,5.816277980804443,-0.1059299149234838,-0.3930388811591814,0.38868636417893887,0.4091435412409883,5.2631578947368425,-0.5934717070855238
241,5.836334228515625,-2.335038809229684,-2.575214943242135,0.38156788242942263,0.401650402557287,5.26315789473685,-0.3930388811591814
